"DCF_Region","Year","Demographic","Out_of_State","Type of Placement","tot_Value","Measure Type","Variable"
"Region 3: Eastern","SFY 2007-2008","Unknown","In State","Foster Care",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","In State","Group Home",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","In State","High Meadows",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","In State","Independent Living",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","In State","Medical or Psychiatric Hospital Placement",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","In State","PDC or Safe Home",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","In State","Relative Foster Care",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","In State","Residential Treatment Center",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","In State","Shelter",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","In State","Solnit Center",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","In State","Special Study",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","In State","Therapeutic Foster Care",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","In State","Total",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","Out of State","Connecticut Juvenile Training School",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","Out of State","Foster Care",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","Out of State","Group Home",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","Out of State","High Meadows",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","Out of State","Independent Living",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","Out of State","Medical or Psychiatric Hospital Placement",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","Out of State","PDC or Safe Home",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","Out of State","Relative Foster Care",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","Out of State","Residential Treatment Center",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","Out of State","Shelter",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","Out of State","Solnit Center",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","Out of State","Special Study",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","Out of State","Therapeutic Foster Care",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2007-2008","Unknown","Out of State","Total",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","In State","Foster Care",113,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","In State","Group Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","In State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","In State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","In State","PDC or Safe Home",4,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","In State","Relative Foster Care",38,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","In State","Residential Treatment Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","In State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","In State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","In State","Special Study",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","In State","Therapeutic Foster Care",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","In State","Total",158,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","Out of State","Foster Care",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","Out of State","Group Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","Out of State","Relative Foster Care",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","Out of State","Residential Treatment Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","Out of State","Special Study",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","0 to 3 Years","Out of State","Total",6,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","In State","Connecticut Juvenile Training School",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","In State","Foster Care",97,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","In State","Group Home",28,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","In State","High Meadows",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","In State","Independent Living",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","In State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","In State","PDC or Safe Home",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","In State","Relative Foster Care",21,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","In State","Residential Treatment Center",39,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","In State","Shelter",14,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","In State","Solnit Center",7,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","In State","Special Study",32,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","In State","Therapeutic Foster Care",48,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","In State","Total",295,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","Out of State","Foster Care",4,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","Out of State","Group Home",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","Out of State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","Out of State","Relative Foster Care",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","Out of State","Residential Treatment Center",45,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","Out of State","Special Study",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","Out of State","Therapeutic Foster Care",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","13 to 17 Years","Out of State","Total",57,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","In State","Foster Care",26,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","In State","Group Home",26,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","In State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","In State","Independent Living",23,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","In State","Medical or Psychiatric Hospital Placement",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","In State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","In State","Relative Foster Care",4,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","In State","Residential Treatment Center",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","In State","Shelter",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","In State","Solnit Center",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","In State","Special Study",14,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","In State","Therapeutic Foster Care",7,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","In State","Total",106,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","Out of State","Foster Care",4,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","Out of State","Group Home",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","Out of State","Relative Foster Care",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","Out of State","Residential Treatment Center",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","Out of State","Special Study",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","18 Years and Over","Out of State","Total",9,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","In State","Foster Care",39,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","In State","Group Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","In State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","In State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","In State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","In State","PDC or Safe Home",6,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","In State","Relative Foster Care",36,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","In State","Residential Treatment Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","In State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","In State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","In State","Special Study",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","In State","Therapeutic Foster Care",8,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","In State","Total",92,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","Out of State","Foster Care",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","Out of State","Group Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","Out of State","Relative Foster Care",4,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","Out of State","Residential Treatment Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","Out of State","Special Study",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","4 to 6 Years","Out of State","Total",4,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","In State","Foster Care",65,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","In State","Group Home",11,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","In State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","In State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","In State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","In State","PDC or Safe Home",20,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","In State","Relative Foster Care",31,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","In State","Residential Treatment Center",8,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","In State","Shelter",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","In State","Solnit Center",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","In State","Special Study",12,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","In State","Therapeutic Foster Care",26,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","In State","Total",176,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","Out of State","Foster Care",5,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","Out of State","Group Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","Out of State","Relative Foster Care",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","Out of State","Residential Treatment Center",4,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","Out of State","Special Study",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","Out of State","Therapeutic Foster Care",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","7 to 12 Years","Out of State","Total",13,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Connecticut Juvenile Training School",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Foster Care",340,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Group Home",65,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","High Meadows",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Independent Living",26,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Medical or Psychiatric Hospital Placement",5,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","PDC or Safe Home",31,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Relative Foster Care",130,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Residential Treatment Center",49,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Shelter",16,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Solnit Center",9,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Special Study",62,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Therapeutic Foster Care",90,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","In State","Total",827,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Foster Care",16,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Group Home",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Relative Foster Care",12,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Residential Treatment Center",52,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Special Study",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Therapeutic Foster Care",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Total","Out of State","Total",89,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","In State","Connecticut Juvenile Training School",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","In State","Foster Care",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","In State","Group Home",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","In State","High Meadows",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","In State","Independent Living",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","In State","Medical or Psychiatric Hospital Placement",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","In State","PDC or Safe Home",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","In State","Relative Foster Care",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","In State","Residential Treatment Center",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","In State","Shelter",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","In State","Solnit Center",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","In State","Special Study",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","In State","Therapeutic Foster Care",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","In State","Total",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","Out of State","Connecticut Juvenile Training School",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","Out of State","Foster Care",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","Out of State","Group Home",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","Out of State","High Meadows",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","Out of State","Independent Living",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","Out of State","Medical or Psychiatric Hospital Placement",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","Out of State","PDC or Safe Home",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","Out of State","Relative Foster Care",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","Out of State","Residential Treatment Center",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","Out of State","Shelter",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","Out of State","Solnit Center",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","Out of State","Special Study",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","Out of State","Therapeutic Foster Care",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2008-2009","Unknown","Out of State","Total",-6666,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","In State","Foster Care",130,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","In State","Group Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","In State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","In State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","In State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","In State","PDC or Safe Home",6,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","In State","Relative Foster Care",50,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","In State","Residential Treatment Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","In State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","In State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","In State","Special Study",5,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","In State","Therapeutic Foster Care",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","In State","Total",195,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","Out of State","Foster Care",2,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","Out of State","Group Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","Out of State","Relative Foster Care",1,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","Out of State","Residential Treatment Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","Out of State","Shelter",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","Out of State","Special Study",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","0 to 3 Years","Out of State","Total",3,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","In State","Connecticut Juvenile Training School",6,"Number","Children in Placement"
"Region 3: Eastern","SFY 2009-2010","13 to 17 Years","In State","Foster Care",74,"Number","Children in Placement"
